"county","county_ascii","county_full","county_fips","state_id","state_name","lat","lng","population"
"Montgomery","Montgomery","Montgomery County","47125","TN","Tennessee","36.4969","-87.3828","222305"
"Doña Ana","Dona Ana","Doña Ana County","35013","NM","New Mexico","32.3526","-106.8328","219870"
"Clay","Clay","Clay County","12019","FL","Florida","29.9831","-81.8579","219650"
"Johnston","Johnston","Johnston County","37101","NC","North Carolina","35.5178","-78.3657","219042"
"Yolo","Yolo","Yolo County","06113","CA","California","38.6866","-121.9011","217141"
"Delaware","Delaware","Delaware County","39041","OH","Ohio","40.2784","-83.0049","216074"
"Lackawanna","Lackawanna","Lackawanna County","42069","PA","Pennsylvania","41.4367","-75.6092","215672"
"Mohave","Mohave","Mohave County","04015","AZ","Arizona","35.7041","-113.7579","214229"
"Butte","Butte","Butte County","06007","CA","California","39.6669","-121.6007","213605"
"York","York","York County","23031","ME","Maine","43.4782","-70.7144","212691"
"Niagara","Niagara","Niagara County","36063","NY","New York","43.2001","-78.7452","212230"
"Okaloosa","Okaloosa","Okaloosa County","12091","FL","Florida","30.6913","-86.5917","212021"
"Calcasieu","Calcasieu","Calcasieu Parish","22019","LA","Louisiana","30.2293","-93.3581","210770"
"Washington","Washington","Washington County","42125","PA","Pennsylvania","40.1894","-80.2483","209631"
"Clermont","Clermont","Clermont County","39025","OH","Ohio","39.0476","-84.1517","208851"
"Harrison","Harrison","Harrison County","28047","MS","Mississippi","30.5122","-89.1160","208748"
"Benton","Benton","Benton County","53005","WA","Washington","46.2398","-119.5112","207560"
"Elkhart","Elkhart","Elkhart County","18039","IN","Indiana","41.5974","-85.8587","206841"
"Champaign","Champaign","Champaign County","17019","IL","Illinois","40.1401","-88.1992","206525"
"Richmond","Richmond","Richmond County","13245","GA","Georgia","33.3596","-82.0736","206153"
"Hall","Hall","Hall County","13139","GA","Georgia","34.3171","-83.8195","204953"
"Anderson","Anderson","Anderson County","45007","SC","South Carolina","34.5193","-82.6378","204592"
"Muscogee","Muscogee","Muscogee County","13215","GA","Georgia","32.5100","-84.8771","204572"
"Yuma","Yuma","Yuma County","04027","AZ","Arizona","32.7695","-113.9056","204374"
"Onslow","Onslow","Onslow County","37133","NC","North Carolina","34.7322","-77.4322","203686"
"Hawaii","Hawaii","Hawaii County","15001","HI","Hawaii","19.5984","-155.5183","202163"
"Trumbull","Trumbull","Trumbull County","39155","OH","Ohio","41.3170","-80.7613","201749"
"St. Louis","St. Louis","St. Louis County","27137","MN","Minnesota","47.6031","-92.4707","200122"
"Deschutes","Deschutes","Deschutes County","41017","OR","Oregon","43.9150","-121.2281","199352"
"Broome","Broome","Broome County","36007","NY","New York","42.1602","-75.8196","198365"
"Minnehaha","Minnehaha","Minnehaha County","46099","SD","South Dakota","43.6742","-96.7915","197742"
"Racine","Racine","Racine County","55101","WI","Wisconsin","42.7475","-88.0613","197068"
"Sumner","Sumner","Sumner County","47165","TN","Tennessee","36.4690","-86.4606","196845"
"Hernando","Hernando","Hernando County","12053","FL","Florida","28.5537","-82.4240","196621"
"Sangamon","Sangamon","Sangamon County","17167","IL","Illinois","39.7582","-89.6589","196122"
"Ellis","Ellis","Ellis County","48139","TX","Texas","32.3484","-96.7947","195509"
"Butler","Butler","Butler County","42019","PA","Pennsylvania","40.9120","-79.9133","194562"
"Livingston","Livingston","Livingston County","26093","MI","Michigan","42.6029","-83.9115","194302"
"El Dorado","El Dorado","El Dorado County","06017","CA","California","38.7787","-120.5247","191713"
"Sarpy","Sarpy","Sarpy County","31153","NE","Nebraska","41.1129","-96.1120","191272"
"Outagamie","Outagamie","Outagamie County","55087","WI","Wisconsin","44.4161","-88.4649","190611"
"Charlotte","Charlotte","Charlotte County","12015","FL","Florida","26.9058","-81.9114","189900"
"Saginaw","Saginaw","Saginaw County","26145","MI","Michigan","43.3350","-84.0532","189821"
"Beaufort","Beaufort","Beaufort County","45013","SC","South Carolina","32.3857","-80.7306","189071"
"Santa Rosa","Santa Rosa","Santa Rosa County","12113","FL","Florida","30.7004","-87.0219","188994"
"Iredell","Iredell","Iredell County","37097","NC","North Carolina","35.8071","-80.8734","187839"
"Tippecanoe","Tippecanoe","Tippecanoe County","18157","IN","Indiana","40.3886","-86.8941","186955"
"Cass","Cass","Cass County","38017","ND","North Dakota","46.9330","-97.2480","186328"
"DeSoto","DeSoto","DeSoto County","28033","MS","Mississippi","34.8753","-89.9912","186214"
"Newport News","Newport News","Newport News City","51700","VA","Virginia","37.1050","-76.5181","185118"
"Boone","Boone","Boone County","29019","MO","Missouri","38.9906","-92.3097","184043"
"Washington","Washington","Washington County","49053","UT","Utah","37.2804","-113.5048","183297"
"Johnson","Johnson","Johnson County","48251","TX","Texas","32.3790","-97.3665","182690"
"Kent","Kent","Kent County","10001","DE","Delaware","39.0860","-75.5686","182400"
"Medina","Medina","Medina County","39103","OH","Ohio","41.1176","-81.8997","182347"
"Ulster","Ulster","Ulster County","36111","NY","New York","41.8881","-74.2586","182153"
"Shasta","Shasta","Shasta County","06089","CA","California","40.7637","-122.0405","181852"
"Peoria","Peoria","Peoria County","17143","IL","Illinois","40.7880","-89.7601","181186"
"Bay","Bay","Bay County","12005","FL","Florida","30.2652","-85.6203","181055"
"Vanderburgh","Vanderburgh","Vanderburgh County","18163","IN","Indiana","38.0249","-87.5859","179900"
"Kanawha","Kanawha","Kanawha County","54039","WV","West Virginia","38.3365","-81.5281","179895"
"Imperial","Imperial","Imperial County","06025","CA","California","33.0395","-115.3653","179578"
"Licking","Licking","Licking County","39089","OH","Ohio","40.0916","-82.4831","178844"
"Shawnee","Shawnee","Shawnee County","20177","KS","Kansas","39.0415","-95.7565","178625"
"Muskegon","Muskegon","Muskegon County","26121","MI","Michigan","43.2912","-86.1520","175947"
"Hendricks","Hendricks","Hendricks County","18063","IN","Indiana","39.7695","-86.5100","175639"
"Lower Connecticut River Valley","Lower Connecticut River Valley","Lower Connecticut River Valley Planning Region","09130","CT","Connecticut","41.4500","-72.5073","175244"
"Lee","Lee","Lee County","01081","AL","Alabama","32.6011","-85.3555","175126"
"Scott","Scott","Scott County","19163","IA","Iowa","41.6371","-90.6232","174315"
"Guadalupe","Guadalupe","Guadalupe County","48187","TX","Texas","29.5831","-97.9486","173828"
"Kootenai","Kootenai","Kootenai County","16055","ID","Idaho","47.6744","-116.7018","173396"
"Porter","Porter","Porter County","18127","IN","Indiana","41.4603","-87.0672","173355"
"Carroll","Carroll","Carroll County","24013","MD","Maryland","39.5629","-77.0225","173225"
"Alamance","Alamance","Alamance County","37001","NC","North Carolina","36.0437","-79.3995","171779"
"McLean","McLean","McLean County","17113","IL","Illinois","40.4909","-88.8473","171284"
"Winnebago","Winnebago","Winnebago County","55139","WI","Wisconsin","44.0689","-88.6446","171197"
"Pitt","Pitt","Pitt County","37147","NC","North Carolina","35.5933","-77.3745","171196"
"Kent","Kent","Kent County","44003","RI","Rhode Island","41.6722","-71.5932","170168"
"Paulding","Paulding","Paulding County","13223","GA","Georgia","33.9206","-84.8673","169898"
"Aiken","Aiken","Aiken County","45003","SC","South Carolina","33.5443","-81.6347","169865"
"Davidson","Davidson","Davidson County","37057","NC","North Carolina","35.7933","-80.2128","169498"
"Midland","Midland","Midland County","48329","TX","Texas","31.8691","-102.0316","169393"
"Kenton","Kenton","Kenton County","21117","KY","Kentucky","38.9334","-84.5333","169066"
"Kenosha","Kenosha","Kenosha County","55059","WI","Wisconsin","42.5769","-88.0424","168693"
"Chittenden","Chittenden","Chittenden County","50007","VT","Vermont","44.4611","-73.0813","168309"
"Pueblo","Pueblo","Pueblo County","08101","CO","Colorado","38.1735","-104.5127","168135"
"Monroe","Monroe","Monroe County","42089","PA","Pennsylvania","41.0581","-75.3395","168128"
"Wyandotte","Wyandotte","Wyandotte County","20209","KS","Kansas","39.1146","-94.7646","167989"
"Beaver","Beaver","Beaver County","42007","PA","Pennsylvania","40.6823","-80.3493","167629"
"Greene","Greene","Greene County","39057","OH","Ohio","39.6915","-83.8899","167567"
"Charles","Charles","Charles County","24017","MD","Maryland","38.5073","-76.9922","167035"
"Yellowstone","Yellowstone","Yellowstone County","30111","MT","Montana","45.9373","-108.2744","165524"
"Comal","Comal","Comal County","48091","TX","Texas","29.8082","-98.2783","165201"
"Maui","Maui","Maui County","15009","HI","Hawaii","20.8596","-156.5650","164765"
"Houston","Houston","Houston County","13153","GA","Georgia","32.4590","-83.6662","164117"
"Rock","Rock","Rock County","55105","WI","Wisconsin","42.6712","-89.0716","163817"
"Olmsted","Olmsted","Olmsted County","27109","MN","Minnesota","44.0038","-92.4018","162307"
"Ector","Ector","Ector County","48135","TX","Texas","31.8692","-102.5429","162300"
"Dorchester","Dorchester","Dorchester County","45035","SC","South Carolina","33.0794","-80.4068","162139"
"Johnson","Johnson","Johnson County","18081","IN","Indiana","39.4900","-86.1016","161952"
"Portage","Portage","Portage County","39133","OH","Ohio","41.1677","-81.1974","161217"
"Catawba","Catawba","Catawba County","37035","NC","North Carolina","35.6620","-81.2151","161011"
"Indian River","Indian River","Indian River County","12061","FL","Florida","27.6943","-80.6064","160986"
"Rensselaer","Rensselaer","Rensselaer County","36083","NY","New York","42.7111","-73.5097","160943"
"Jackson","Jackson","Jackson County","26075","MI","Michigan","42.2485","-84.4234","160637"
"St. Clair","St. Clair","St. Clair County","26147","MI","Michigan","42.9341","-82.6806","160257"
"Ouachita","Ouachita","Ouachita Parish","22073","LA","Louisiana","32.4784","-92.1549","159585"
"Schenectady","Schenectady","Schenectady County","36093","NY","New York","42.8181","-74.0586","159447"
"Martin","Martin","Martin County","12085","FL","Florida","27.0775","-80.4315","159399"
"Fairfield","Fairfield","Fairfield County","39045","OH","Ohio","39.7516","-82.6306","159371"
"Sullivan","Sullivan","Sullivan County","47163","TN","Tennessee","36.5129","-82.3042","158722"
"Centre","Centre","Centre County","42027","PA","Pennsylvania","40.9189","-77.8199","158665"
"Stearns","Stearns","Stearns County","27145","MN","Minnesota","45.5522","-94.6131","158622"
"Stafford","Stafford","Stafford County","51179","VA","Virginia","38.4207","-77.4580","157606"
"Alexandria","Alexandria","Alexandria City","51510","VA","Virginia","38.8185","-77.0861","157594"
"Madera","Madera","Madera County","06039","CA","California","37.2180","-119.7627","157243"
"Rankin","Rankin","Rankin County","28121","MS","Mississippi","32.2641","-89.9458","157185"
"Columbia","Columbia","Columbia County","13073","GA","Georgia","33.5441","-82.2641","156921"
"Canadian","Canadian","Canadian County","40017","OK","Oklahoma","35.5424","-97.9824","156681"
"Bibb","Bibb","Bibb County","13021","GA","Georgia","32.8065","-83.6974","156554"
"Mesa","Mesa","Mesa County","08077","CO","Colorado","39.0183","-108.4664","156131"
"Franklin","Franklin","Franklin County","42055","PA","Pennsylvania","39.9274","-77.7213","156084"
"Citrus","Citrus","Citrus County","12017","FL","Florida","28.8489","-82.4794","155173"
"Monroe","Monroe","Monroe County","26115","MI","Michigan","41.9291","-83.5394","154823"
"Washington","Washington","Washington County","24043","MD","Maryland","39.6036","-77.8140","154645"
"Santa Fe","Santa Fe","Santa Fe County","35049","NM","New Mexico","35.5069","-105.9763","154481"
"Berrien","Berrien","Berrien County","26021","MI","Michigan","41.9547","-86.4123","153938"
"Hampshire","Hampshire","Hampshire County","25015","MA","Massachusetts","42.3402","-72.6638","153931"
"Merrimack","Merrimack","Merrimack County","33013","NH","New Hampshire","43.2975","-71.6802","153918"
"Cumberland","Cumberland","Cumberland County","34011","NJ","New Jersey","39.3739","-75.1107","153588"
"Johnson","Johnson","Johnson County","19103","IA","Iowa","41.6715","-91.5881","153360"
"Penobscot","Penobscot","Penobscot County","23019","ME","Maine","45.4006","-68.6495","152640"
"Kings","Kings","Kings County","06031","CA","California","36.0752","-119.8155","152515"
"Scott","Scott","Scott County","27139","MN","Minnesota","44.6485","-93.5359","151347"
"Parker","Parker","Parker County","48367","TX","Texas","32.7776","-97.8051","151188"
"Kaufman","Kaufman","Kaufman County","48257","TX","Texas","32.5993","-96.2878","149773"
"Sandoval","Sandoval","Sandoval County","35043","NM","New Mexico","35.6886","-106.8659","149460"
"Wilson","Wilson","Wilson County","47189","TN","Tennessee","36.1547","-86.2973","149096"
"Coweta","Coweta","Coweta County","13077","GA","Georgia","33.3534","-84.7634","147449"
"Rowan","Rowan","Rowan County","37159","NC","North Carolina","35.6394","-80.5247","147067"
"Orange","Orange","Orange County","37135","NC","North Carolina","36.0611","-79.1207","145919"
"Sussex","Sussex","Sussex County","34037","NJ","New Jersey","41.1393","-74.6909","144808"
"Douglas","Douglas","Douglas County","13097","GA","Georgia","33.7019","-84.7679","144735"
"Coconino","Coconino","Coconino County","04005","AZ","Arizona","35.8387","-111.7705","144705"
"Randolph","Randolph","Randolph County","37151","NC","North Carolina","35.7103","-79.8060","144403"
"Rock Island","Rock Island","Rock Island County","17161","IL","Illinois","41.4673","-90.5674","143819"
"Jackson","Jackson","Jackson County","28059","MS","Mississippi","30.5425","-88.6358","143721"
"Livingston","Livingston","Livingston Parish","22063","LA","Louisiana","30.4401","-90.7279","143425"
"Lebanon","Lebanon","Lebanon County","42075","PA","Pennsylvania","40.3672","-76.4577","143258"
"Schuylkill","Schuylkill","Schuylkill County","42107","PA","Pennsylvania","40.7058","-76.2160","143201"
"Taylor","Taylor","Taylor County","48441","TX","Texas","32.3015","-99.8901","143029"
"Wright","Wright","Wright County","27171","MN","Minnesota","45.1740","-93.9630","142543"
"Randall","Randall","Randall County","48381","TX","Texas","34.9659","-101.8970","141489"
"Spotsylvania","Spotsylvania","Spotsylvania County","51177","VA","Virginia","38.1851","-77.6561","141097"
"Monroe","Monroe","Monroe County","18105","IN","Indiana","39.1609","-86.5231","140065"
"Brunswick","Brunswick","Brunswick County","37019","NC","North Carolina","34.0715","-78.2383","139721"
"Marathon","Marathon","Marathon County","55073","WI","Wisconsin","44.8983","-89.7591","137820"
"Napa","Napa","Napa County","06055","CA","California","38.5070","-122.3306","137384"
"Hampton","Hampton","Hampton City","51650","VA","Virginia","37.0554","-76.3632","137217"
"Florence","Florence","Florence County","45041","SC","South Carolina","34.0245","-79.7030","137015"
"Grayson","Grayson","Grayson County","48181","TX","Texas","33.6268","-96.6777","137008"
